ID,Longitude,Latitude,Plant,Date,Source,Dataset,Detail URL,Error Radius (m)
in:225024301,-120.463858,34.449272,Lupinus arboreusCoastal bush lupine,2024-06-24,iNaturalist,inat-r,/entry/occdetail.html?seq_num=in:225024301,2
in:225009322,-120.44427,34.458097,Digitalis purpureaFoxglove,2024-06-24,iNaturalist,inat-r,/entry/occdetail.html?seq_num=in:225009322,3
5934740,-120.473991,34.480704,Deinandra increscens ssp. increscensGrassland tarweed,2023-10-19,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=5934740,3989
5934729,-120.440488,34.452445,Deinandra increscens ssp. villosaGaviota tarplant,2023-10-19,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=5934729,3989
5934730,-120.448657,34.451309,Deinandra increscens ssp. villosaGaviota tarplant,2023-10-19,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=5934730,3989
5972283,-120.49466,34.49929,Deinandra increscensGrassland tarweed,2023-08-04,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=5972283,3989
5972293,-120.49466,34.49929,Isocoma menziesiiMenzies' goldenbush,2023-08-04,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=5972293,3989
in:176059858,-120.455955,34.56435,Pteridium aquilinumWestern brackenfern,2023-07-24,iNaturalist,inat-r,/entry/occdetail.html?seq_num=in:176059858,4
in:175627763,-120.450837,34.562847,Trifolium hirtumRose clover,2023-07-24,iNaturalist,inat-r,/entry/occdetail.html?seq_num=in:175627763,4
svy5031,-120.45556,34.493616,survey / checklist,2023-03-01,TNC,online,/entry/occdetail.html?seq_num=svy5031,NA
in:133046451,-120.409834,34.545748,Carthamus lanatusWoolly distaff thistle,2022-08-22,iNaturalist,inat-r,/entry/occdetail.html?seq_num=in:133046451,2772
UCR-298576,-120.48519,34.48706,Deinandra increscens ssp. increscens ssp. villosaGrassland tarweed,2022-08-18,UC Riverside,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=5733534,3989
UCR-298577,-120.46978,34.46561,Deinandra increscens ssp. villosaGaviota tarplant,2022-08-18,UC Riverside,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=5733533,3989
UCR-298578,-120.46461,34.46319,Deinandra increscens ssp. villosaGaviota tarplant,2022-08-18,UC Riverside,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=5733532,3989
UCR-298579,-120.45739,34.45186,Deinandra increscens ssp. villosa ssp. increscensGrassland tarweed,2022-08-18,UC Riverside,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=5733531,3989
UC2094072,-120.464611,34.463194,Deinandra increscens ssp. villosaGaviota tarplant,2022-08-17,UC/JEPS,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=5963518,10
UC2094074,-120.485194,34.487056,Deinandra increscens ssp. villosaGaviota tarplant,2022-08-17,UC/JEPS,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=5963912,10
UC2094073,-120.469778,34.465611,Deinandra increscens ssp. villosaGaviota tarplant,2022-08-17,UC/JEPS,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=5966513,100
UC2094071,-120.457389,34.451861,Deinandra increscens ssp. villosaGaviota tarplant,2022-08-17,UC/JEPS,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=5964674,100
5680722,-120.37279,34.51405,Eriodictyon capitatumLompoc yerba santa,2022-06-14,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=5680722,3989
5719047,-120.47235,34.455783,Lupinus arboreusCoastal bush lupine,2022-06-13,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=5719047,3989
5719616,-120.47235,34.455783,Cotula coronopifoliaBrass buttons,2022-06-13,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=5719616,3989
5719629,-120.47235,34.455783,Heliotropium curassavicumChinese parsley,2022-06-13,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=5719629,3989
5719631,-120.47235,34.455783,Isocoma menziesii var. sedoidesProstrate coastal goldenbush,2022-06-13,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=5719631,3989
po225683,-120.497447,34.503991,Brassica tournefortiiSaharan mustard,2022-02-28,,mgr,/entry/occdetail.html?seq_num=po225683,NA
po223918,-120.498768,34.510001,Leptochloa dubiaGreen sprangletop,2022-02-07,,mgr,/entry/occdetail.html?seq_num=po223918,NA
in:51271850,-120.466179,34.452717,Helenium puberulumSneezeweed,2020-06-27,iNaturalist,inat-r,/entry/occdetail.html?seq_num=in:51271850,30
3968314,-120.41928,34.45318,Madia sativaCoastal tarweed,2020-06-27,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3968314,3989
3968315,-120.41928,34.45318,Deinandra increscens ssp. villosaGaviota tarplant,2020-06-27,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3968315,3989
3968316,-120.41928,34.45318,Isocoma menziesiiMenzies' goldenbush,2020-06-27,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3968316,3989
3968317,-120.41928,34.45318,Malvella leprosaAlkali mallow,2020-06-27,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3968317,3989
3968321,-120.4663,34.4533,Artemisia dracunculusTarragon,2020-06-27,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3968321,3989
3968389,-120.4663,34.4533,Helenium puberulumSneezeweed,2020-06-27,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3968389,3989
3968390,-120.4663,34.4533,Ambrosia chamissonisSilver beachweed,2020-06-27,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3968390,3989
3968391,-120.4663,34.4533,Croton californicusDesert croton,2020-06-27,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3968391,3989
3968392,-120.4663,34.4533,Baccharis glutinosaSalt Marsh baccharis,2020-06-27,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3968392,3989
3968395,-120.4663,34.4533,Senecio blochmaniaeDune ragwort,2020-06-27,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3968395,3989
3968396,-120.4663,34.4533,Deinandra increscensGrassland tarweed,2020-06-27,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3968396,3989
3977404,-120.4663,34.4533,Woodwardia fimbriataWestern chain fern,2020-06-27,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3977404,3989
po158369,-120.498991,34.508505,Dudleya caespitosaSand lettuce,2020-05-26,,mgr,/entry/occdetail.html?seq_num=po158369,NA
po158373,-120.439582,34.508959,Equisetum telmateia ssp. brauniiGiant horsetail,2020-05-26,,mgr,/entry/occdetail.html?seq_num=po158373,NA
po158374,-120.439324,34.509012,Torilis arvensisField hedge parsley,2020-05-26,,mgr,/entry/occdetail.html?seq_num=po158374,NA
po158372,-120.439652,34.508791,Geranium molleCrane's bill geranium,2020-05-25,,mgr,/entry/occdetail.html?seq_num=po158372,NA
po151378,-120.441617,34.509974,Venegasia carpesioidesCanyon sunflower,2020-03-20,,mgr,/entry/occdetail.html?seq_num=po151378,NA
po151377,-120.488341,34.513824,Thalictrum fendleriFendler's meadow rue,2020-03-20,,mgr,/entry/occdetail.html?seq_num=po151377,NA
po151381,-120.48746,34.513799,Leptosyne giganteaGiant coreopsis,2020-03-20,,mgr,/entry/occdetail.html?seq_num=po151381,NA
po151379,-120.408648,34.524948,Chlorogalum pomeridianumAmole,2020-03-20,,mgr,/entry/occdetail.html?seq_num=po151379,NA
po151384,-120.409205,34.525192,Ribes speciosumFuchsia flowered gooseberry,2020-03-20,,mgr,/entry/occdetail.html?seq_num=po151384,NA
in:39901395,-120.473174,34.461131,Cakile maritimaSea rocket,2020-03-07,iNaturalist,inat-r,/entry/occdetail.html?seq_num=in:39901395,2
in:39901514,-120.473539,34.467213,Mesembryanthemum crystallinumCrystalline ice plant,2020-03-07,iNaturalist,inat-r,/entry/occdetail.html?seq_num=in:39901514,2
in:38739740,-120.489356,34.51308,Pickeringia montanaChaparral pea,2020-02-16,iNaturalist,inat-r,/entry/occdetail.html?seq_num=in:38739740,24
in:38739745,-120.489627,34.512763,Typha domingensisCattail,2020-02-16,iNaturalist,inat-r,/entry/occdetail.html?seq_num=in:38739745,8
OBI161704,-120.454892,34.529129,Venegasia carpesioidesCanyon sunflower,2019-10-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3677852,3989
mu3356,-120.4664,34.4668,Deinandra increscens ssp. villosaGaviota tarplant,2019-06-07,,mgr,/entry/occdetail.html?seq_num=mu3356,NA
UCSB064263,-120.454982,34.529129,Artemisia californicaCoastal sage brush,2019-05-19,UCSB,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=5366361,3989
OBI161631,-120.454892,34.529129,Rumex conglomeratusGreen dock,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630508,3989
OBI161696,-120.454892,34.529129,Lactuca serriolaPrickly lettuce,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630509,3989
OBI181402,-120.454892,34.529129,Malva nicaeensisBull mallow,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630510,3989
OBI174294,-120.454892,34.529129,Eucrypta chrysanthemifoliaSpotted eucrypta,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630511,3989
OBI161628,-120.454892,34.529129,Artemisia californicaCoastal sage brush,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630512,3989
OBI161681,-120.454892,34.529129,Madia gracilisGumweed,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630513,3989
OBI181404,-120.454892,34.529129,Convolvulus arvensisField bindweed,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630514,3989
OBI161667,-120.454892,34.529129,Acmispon wrangelianusChilean trefoil,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630516,3989
OBI161668,-120.454892,34.529129,Elymus glaucusBlue wildrye,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630517,3989
OBI161669,-120.454892,34.529129,Stipa miliaceaSmilo grass,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630518,3989
OBI161670,-120.454892,34.529129,"Koeleria gerardiiAnnual june grass, bristly koeleria",2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630519,3989
OBI161666,-120.454892,34.529129,Phacelia hubbyiHubby's phacelia,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630520,3989
OBI161683,-120.454892,34.529129,Asclepias fascicularisnarrow leaf milkweed,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630521,3989
OBI161671,-120.454892,34.529129,Platanus racemosaCalifornia sycamore,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630522,3989
OBI161706,-120.454892,34.529129,Venegasia carpesioidesCanyon sunflower,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630523,3989
OBI161697,-120.454892,34.529129,Cirsium vulgareBullthistle,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630524,3989
OBI161698,-120.454892,34.529129,Salix lasiolepisArroyo willow,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630525,3989
OBI161703,-120.454892,34.529129,Phacelia imbricataImbricate phacelia,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630526,3989
SJSUC16473,-120.45596,34.52481,Frullania catalinae,2019-05-10,San Jose State,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=-4631076,3989
SJSUC12955,-120.45596,34.52481,Orthotrichum coulteri,2019-05-10,San Jose State,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=-4631077,3989
SJSUC13921,-120.45596,34.52481,Syntrichia princeps,2019-05-10,San Jose State,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=-4631078,3989
SJSUC16472,-120.45596,34.52481,Frullania catalinae,2019-05-10,San Jose State,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=-4631079,3989
SJSUC16589,-120.45596,34.52481,Porella cordaeana,2019-05-10,San Jose State,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=-4631080,3989
SJSUC16190,-120.45596,34.52481,Tortula brevipes,2019-05-10,San Jose State,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=-4631081,3989
SJSUC11100,-120.45596,34.52481,Fissidens crispus,2019-05-10,San Jose State,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=-5968412,3989
SBBG180545,-120.45489,34.5291,Artemisia californicaCoastal sage brush,2019-05-10,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3825126,3989
UCSB062677,-120.473074,34.504951,Mucronea californicaCalifornia spineflower,2019-05-10,UCSB,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=5297574,10
OBI161695,-120.473074,34.504951,Erigeron canadensisCanada horseweed,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630607,3989
OBI166791,-120.473074,34.504951,Lastarriaea coriaceaLeather spineflower,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630608,3989
OBI161557,-120.473074,34.504951,Datura wrightiiJimsonweed,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630609,3989
OBI161590,-120.473074,34.504951,Heterotheca grandifloraTelegraph weed,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630610,3989
OBI161720,-120.473074,34.504951,Mucronea californicaCalifornia spineflower,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630611,3989
OBI164512,-120.473074,34.498752,Leptosyne giganteaGiant coreopsis,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630613,3989
OBI161712,-120.473074,34.498752,Rhus integrifoliaLemonade berry,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630614,3989
OBI161700,-120.454892,34.529129,Baccharis pilularisCoyote brush,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630527,3989
OBI174289,-120.454892,34.529129,Juglans californicaSouthern california black walnut,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630528,3989
OBI174293,-120.454892,34.529129,Lonicera hispidulaPink honeysuckle,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630529,3989
OBI166788,-120.454892,34.529129,Clematis ligusticifoliaCreek clematis,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630530,3989
OBI161709,-120.454892,34.529129,Sambucus nigra ssp. caeruleaBlue elderberry,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630532,3989
OBI161672,-120.454892,34.529129,Marah macrocarpaChilicothe,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630533,3989
OBI161625,-120.454892,34.529129,Keckiella cordifoliaHeart leaved keckiella,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630534,3989
OBI161699,-120.454892,34.529129,Heteromeles arbutifoliaToyon,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3677726,3989
UCSB062652,-120.454892,34.529129,Asclepias fascicularisnarrow leaf milkweed,2019-05-10,UCSB,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=5297550,10
UCSB062666,-120.454892,34.529129,Eucrypta chrysanthemifoliaSpotted eucrypta,2019-05-10,UCSB,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=5297564,10
UCSB062661,-120.454892,34.529129,Juglans californicaSouthern california black walnut,2019-05-10,UCSB,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=5297565,10
UCSB062678,-120.454892,34.529129,Madia gracilisGumweed,2019-05-10,UCSB,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=5297573,10
OBI161658,-120.400783,34.529149,Cordylanthus rigidusRigid bird's beak,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630589,3989
OBI161659,-120.400783,34.529149,Plantago erectaCalifornia plantain,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630591,3989
OBI161687,-120.400783,34.529149,Luzula subsessilisPacific woodrush,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630592,3989
OBI161688,-120.400783,34.529149,Hieracium argutumHawkweed,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630593,3989
OBI166793,-120.400783,34.529149,Ribes malvaceumChaparral currant,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630594,3989
OBI161689,-120.400783,34.529149,Rubus ursinusCalifornia blackberry,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630595,3989
OBI161660,-120.400783,34.529149,Acmispon americanusAmerican bird's foot trefoil,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630596,3989
OBI161690,-120.400783,34.529149,Notholithocarpus densiflorusTanoak,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630597,3989
OBI164453,-120.400783,34.529149,Aphyllon tuberosumChaparral broomrape,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630569,3989
OBI161621,-120.400783,34.529149,Pinus muricataBishop pine,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630570,3989
OBI161646,-120.400783,34.529149,Galium californicum ssp.California bedstraw,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630571,3989
OBI161649,-120.400783,34.529149,Navarretia hamataHooked navarretia,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630573,3989
OBI161650,-120.400783,34.529149,Aira caryophylleaSilvery hairgrass,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630574,3989
OBI161622,-120.400783,34.529149,Pickeringia montana var. montanaChaparral pea,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630575,3989
OBI161685,-120.400783,34.529149,Vicia sativa ssp.Spring vetch,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630576,3989
OBI166795,-120.400783,34.529149,Heteromeles arbutifoliaToyon,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630577,3989
OBI161651,-120.400783,34.529149,Lonicera hispidulaPink honeysuckle,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630578,3989
OBI174290,-120.400783,34.529149,Claytonia perfoliata ssp.Miner's lettuce,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630579,3989
OBI161686,-120.400783,34.529149,Madia sativaCoastal tarweed,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630580,3989
OBI166775,-120.400783,34.529149,Arctostaphylos purissimaLa purisima manzanita,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630581,3989
OBI161652,-120.400783,34.529149,Festuca octofloraSixweeks grass,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630582,3989
OBI161653,-120.400783,34.529149,Chorizanthe diffusaDiffuse spineflower,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630583,3989
OBI161654,-120.400783,34.529149,Zeltnera davyiDavy's centaury,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630584,3989
OBI161655,-120.400783,34.529149,Lupinus concinnusBajada lupine,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630585,3989
OBI161656,-120.400783,34.529149,Stylocline gnaphaloidesEverlasting stylocline,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630586,3989
OBI161657,-120.400783,34.529149,Sanicula crassicaulisPacific sanicle,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630587,3989
SJSUC16393,-120.40168,34.52927,Cephaloziella divaricata,2019-05-10,San Jose State,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=-4631091,3989
SJSUC11936,-120.40168,34.52927,Isothecium cristatum,2019-05-10,San Jose State,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=-4631092,3989
SJSUC11145,-120.40168,34.52927,Fissidens curvatus,2019-05-10,San Jose State,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=-4631093,3989
SJSUC12343,-120.40168,34.52927,Ceratodon purpureus,2019-05-10,San Jose State,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=-4631094,3989
SJSUC13501,-120.40168,34.52927,Didymodon vinealisDidymodon moss,2019-05-10,San Jose State,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=-4631095,3989
SJSUC16452,-120.40355,34.53009,Frullania bolanderi,2019-05-10,San Jose State,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=-4631096,3989
SJSUC12384,-120.40355,34.53009,Alsia californicaCalifornia alsia moss,2019-05-10,San Jose State,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=-4631097,3989
NA,-120.40355,34.53009,Aloina ambigua,2019-05-10,San Jose State,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=-4631099,3989
SJSUC19368,-120.40168,34.52927,Funaria hygrometrica,2019-05-10,San Jose State,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=-6607721,3989
OBI161591,-120.473074,34.504951,Baccharis pilularis ssp. pilularisCoyote brush,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3676991,3989
OBI161618,-120.46818,34.452423,Cirsium rhothophilumSurf thistle,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630606,3989
OBI166782,-120.400783,34.529149,Acmispon glaber var. glaberDeerweed,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630598,3989
OBI166796,-120.400783,34.529149,Acmispon brachycarpusShort podded lotus,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630599,3989
OBI161661,-120.400783,34.529149,Cryptantha muricata var. jonesiiJones' cryptantha,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630600,3989
OBI161662,-120.400783,34.529149,Crassula connataSand pygmy weed,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630602,3989
OBI161691,-120.400783,34.529149,Cortaderia jubataAndean pampas grass,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630604,3989
OBI161692,-120.400783,34.529149,Calamagrostis rubescensPinegrass,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630605,3989
OBI158800,-120.400783,34.529149,Arctostaphylos purissima ssp. globosaGlobose manzanita,2019-05-10,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=4451704,3989
UCSB062657,-120.400783,34.529149,Juncus bufonius var. bufoniusToad rush,2019-05-10,UCSB,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=5297559,10
UCSB062688,-120.400783,34.529149,Stebbinsoseris heterocarpaGrassland stebbinsoseris,2019-05-10,UCSB,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=5297581,10
UCSB062687,-120.400783,34.529149,Pteridium aquilinum var. pubescensWestern bracken fern,2019-05-10,UCSB,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=5297582,10
UCSB062693,-120.400783,34.529149,Carex globosaRound fruit sedge,2019-05-10,UCSB,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=5297591,10
SDSU22455,-120.461236,34.501264,Ranunculus californicusCommon buttercup,2019-05-09,SDSU Herbarium,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3033092,3989
SJSUC11548,-120.4742,34.50473,Grimmia trichophyllaGrimmia dry rock moss,2019-05-09,San Jose State,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=-4631053,3989
SJSUC11233,-120.47396,34.50534,Funaria hygrometrica,2019-05-09,San Jose State,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=-4631054,3989
SJSUC10831,-120.47396,34.50534,Rosulabryum torquescens,2019-05-09,San Jose State,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=-4631055,3989
SJSUC10836,-120.47396,34.50534,Rosulabryum torquescens,2019-05-09,San Jose State,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=-4631057,3989
SDSU22459,-120.47318,34.50479,Gamochaeta ustulataFeatherweed,2019-05-09,SDSU Herbarium,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3033087,3989
SDSU22460,-120.47318,34.50479,Lupinus longifoliusLong leaf bush lupine,2019-05-09,SDSU Herbarium,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3033088,3989
SDSU22462,-120.47381,34.50545,Salvia leucophyllaPurple sage,2019-05-09,SDSU Herbarium,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3033090,3989
SDSU22456,-120.47381,34.50545,Melica imperfectaCoast range melic,2019-05-09,SDSU Herbarium,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3033091,3989
OBI171528,-120.47381,34.50545,Centaurea melitensisTocalote,2019-05-09,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3773335,50
SJSUC13915,-120.462,34.50013,Syntrichia princeps,2019-05-09,San Jose State,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=-4631058,3989
SJSUC16451,-120.462,34.50013,Frullania bolanderi,2019-05-09,San Jose State,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=-4631060,3989
SJSUC12954,-120.462,34.50013,Orthotrichum coulteri,2019-05-09,San Jose State,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=-4631061,3989
SJSUC12385,-120.462,34.50013,Alsia californicaCalifornia alsia moss,2019-05-09,San Jose State,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=-4631062,3989
SJSUC11129,-120.462,34.50013,Fissidens curvatus,2019-05-09,San Jose State,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=-4631063,3989
OBI181400,-120.462524,34.495746,Salvia melliferaBlack sage,2019-05-09,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3630376,3989
