ID,Longitude,Latitude,Plant,Date,Source,Dataset,Detail URL,Error Radius (m)
SBBG213119,-120.4082,34.525,Thysanocarpus laciniatusNarrow leaved lacepod,1929-03-07,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=130575,1000
SBBG165944,-120.4082,34.525,Horkelia cuneata var. sericeaKellogg's horkelia,1929-03-07,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=83477,1000
57382,-120.4082,34.525,Luzula subsessilisPacific woodrush,1929-03-07,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=85808,1000
SBBG167467,-120.4082,34.525,Ceanothus cuneatus var. ramulosusBuck brush,1929-03-07,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=87876,1000
57187,-120.4082,34.525,Carex rossiiRoss' sedge,1929-03-07,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=93080,1000
SBBG183312,-120.4082,34.525,Microsteris gracilisSlender phlox,1929-03-07,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=93979,1000
70634,-120.4082,34.525,Solanum xantiNightshade,1929-03-07,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=107472,1000
SBBG203247,-120.4082,34.525,Ribes sanguineum var. glutinosumFlowering currant,1929-03-07,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=111232,1000
69433,-120.4082,34.525,Marah fabaceaCalifornia man-root,1929-03-07,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=113806,1000
67514,-120.4082,34.525,Vicia americana ssp. americanaAmerican vetch,1929-03-07,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=126931,1000
952231,-120.4082,34.525,Carex deflexa var. boottiiMountain mat sedge,1929-03-07,Cal BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=952231,1500
SBBG239915,-120.452,34.514,Isocoma menziesii var. vernonioidesGreen leaved dune goldenbush,1928-09-10,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=69922,1000
SBBG160191,-120.452,34.514,Lemna gibbaGibbous duckweed,1928-09-10,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=112424,1000
SBBG249574,-120.4597,34.5151,Isocoma menziesiiMenzies' goldenbush,1928-09-10,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=5977222,1000
SBBG160004,-120.4082,34.525,Urtica urensAnnual stinging nettle,1928-09-10,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=37201,1000
67868,-120.4082,34.525,Hypochaeris glabraSmooth cats ear,1928-09-10,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=69197,1000
SBBG206031,-120.4082,34.525,Notholithocarpus densiflorus var. densiflorusTanoak,1928-09-10,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=115251,1000
60757,-120.4082,34.525,Symphyotrichum chilensePacific aster,1928-09-10,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=145044,1000
SBBG184757,-120.4082,34.525,Pinus muricataBishop pine,1928-09-10,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=159204,1000
SBBG247445,-120.467,34.452,Corethrogyne filaginifoliaCommon sandaster,1928-09-10,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=130725,1000
SBBG247238,-120.467,34.452,Cirsium rhothophilumSurf thistle,1928-09-10,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=133668,1000
72756,-120.467,34.452,"Frankenia salinaYerba reuma, alkali heath",1928-09-10,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=145478,1000
68125,-120.467,34.452,Acmispon glaberDeerweed,1928-09-10,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=150016,1000
SBBG198635,-120.467,34.452,Camissoniopsis cheiranthifolia ssp. cheiranthifoliaBeach evening-primrose,1928-09-10,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=33796,1000
SBBG241088,-120.467,34.452,Isocoma menziesii var. vernonioidesGreen leaved dune goldenbush,1928-09-10,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=100914,1000
SBBG223357,-120.467,34.452,Ericameria ericoidesMock heather,1928-09-10,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=104046,1000
SBBG241040,-120.467,34.452,Isocoma menziesii var. sedoidesProstrate coastal goldenbush,1928-09-10,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=87807,1000
63240,-120.467,34.452,Pseudognaphalium stramineumCottonbatting plant,1928-09-10,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=93343,1000
58144,-120.467,34.452,Cuscuta californica var. californicaShort flowered dodder,1928-09-10,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=95583,1000
59240,-120.467,34.452,Isolepis cernuaLow bulrush,1928-09-10,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=69366,1000
SBBG172106,-120.467,34.452,Deinandra increscens ssp. villosaGaviota tarplant,1928-09-10,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=71012,1000
58101,-120.467,34.452,Calystegia macrostegia ssp. cyclostegiaCoast morning glory,1928-09-10,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=72940,1000
SBBG169402,-120.467,34.452,Eschscholzia californicaCalifornia poppy,1928-09-10,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=76754,1000
SBBG249089,-120.467,34.452,Ambrosia chamissonisSilver beachweed,1928-09-10,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=33862,1000
67949,-120.467,34.452,Stephanomeria virgataTwiggy wreath plant,1928-09-10,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=35471,1000
SBBG195280,-120.467,34.452,Castilleja affinisIndian paintbrush,1928-09-10,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=42295,1000
SBBG199202,-120.467,34.452,Abronia umbellataBeach sand verbena,1928-09-10,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=54935,1000
SBBG221670,-120.467,34.452,Eriophyllum staechadifoliumLizard tail,1928-09-10,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=58981,1000
SBBG174289,-120.467,34.452,Rumex salicifoliusWillow leaved dock,1928-09-10,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=62745,1000
62559,-120.467,34.452,Senecio blochmaniaeDune ragwort,1928-09-10,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=63055,1000
56193,-120.467,34.452,Eriogonum parvifoliumSea cliff buckwheat,1928-09-10,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=120186,1000
68300,-120.467,34.452,Astragalus nuttallii var. nuttalliiOcean bluff milk vetch,1928-09-10,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=121996,1000
SBBG175287,-120.467,34.452,Mucronea californicaCalifornia spineflower,1928-09-10,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=123735,1000
SBBG168163,-120.498,34.511,Frangula californica ssp. californicaCalifornia coffeeberry,1928-09-09,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=82030,1000
SBBG211193,-120.4082,34.525,Arctostaphylos purissima ssp. globosaGlobose manzanita,1928-09-09,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=53472,1000
SBBG225768,-120.4082,34.525,Polystichum munitumWestern sword fern,1928-09-09,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=61703,1000
SBBG167859,-120.4082,34.525,Horkelia cuneataWedge leaved horkelia,1928-09-09,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=3725963,2250
SBBG170005,-120.4082,34.525,Adenostoma fasciculatum var. fasciculatumChamise,1928-09-09,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=91963,1000
67631,-120.4082,34.525,Erodium cicutariumCoastal heron's bill,1928-09-09,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=100819,1000
SBBG214284,-120.4082,34.525,Lepidium virginicumWild pepper grass,1928-09-09,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=33696,1000
SBBG209996,-120.4082,34.525,Vaccinium ovatumEvergreen huckleberry,1928-09-09,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=146903,1000
SBBG223359,-120.4082,34.525,Ericameria ericoidesMock heather,1928-09-09,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=155772,1000
SBBG196856,-120.4286,34.515,Epilobium canum ssp. canumCalifornia fuchsia,1928-09-09,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=35040,6
SBBG197903,-120.4286,34.515,Clarkia bottaePunch bowl godetia,1928-09-09,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=76474,6
SBBG245477,-120.4286,34.515,Agoseris heterophyllaMountain dandelion,1928-09-09,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=80674,6
68805,-120.4286,34.515,Galium andrewsii ssp. intermediumPhlox leaved bedstraw,1928-09-09,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=116253,6
SBBG209745,-120.465,34.514,Lupinus albifrons var. albifronsSilver bush lupine,1928-09-08,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=116631,1000
SBBG223639,-120.498,34.511,Encelia californicaBush sunflower,1928-09-08,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=56314,1000
SBBG210263,-120.498,34.511,Lupinus arboreusCoastal bush lupine,1928-09-08,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=70225,1000
SBBG241094,-120.498,34.511,Isocoma menziesii var. vernonioidesGreen leaved dune goldenbush,1928-09-08,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=130342,1000
SBBG172107,-120.498,34.511,Deinandra increscens ssp. villosaGaviota tarplant,1928-09-08,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=140075,1000
60867,-120.498,34.511,Leptosyne giganteaGiant coreopsis,1928-09-08,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=140652,1000
SBBG225576,-120.4082,34.525,Dryopteris argutaWood fern,1928-09-08,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=35364,1000
61585,-120.4082,34.525,Morella californicaCalifornia wax myrtle,1928-09-08,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=88466,1000
SBBG214286,-120.4082,34.525,Lepidium virginicumWild pepper grass,1928-09-08,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=88697,1000
67617,-120.4082,34.525,Geranium carolinianumCarolina geranium,1928-09-08,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=113693,1000
SBBG209983,-120.4082,34.525,Vaccinium ovatumEvergreen huckleberry,1928-09-08,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=117909,1000
SBBG247449,-120.4082,34.525,Corethrogyne filaginifoliaCommon sandaster,1928-09-08,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=127484,1000
69539,-120.4082,34.525,Lonicera hispidulaPink honeysuckle,1928-09-08,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=128606,1000
SBBG211194,-120.4082,34.525,Arctostaphylos purissima ssp. globosaGlobose manzanita,1928-09-08,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=145611,1000
63403,-120.4082,34.525,Pseudognaphalium biolettiiTwo-color rabbit-tobacco,1928-09-08,Santa Barbara BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=156451,1000
OBI120791,-120.39342,34.510217,Anaphalis margaritaceaPearly everlasting,1928-09-08,Cal Poly,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=166129,2640
637945,-120.482,34.486,Chenopodium californicumCalifornia goosefoot,1924-03-29,Cal BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=637945,3400
RSA0098196,-120.482,34.486,Spergularia macrothecaSticky sand spurry,1924-03-29,Cal BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=738301,3400
747601,-120.482,34.486,Lepidium nitidumShining pepper grass,1924-03-29,Cal BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=747601,3400
901670,-120.482,34.486,Grindelia camporum var. bracteosaBract gumweed,1924-03-29,Cal BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=901670,3400
960774,-120.482,34.486,Coreopsis giganteaGiant coreopsis,1924-03-29,Cal BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=960774,3400
1012172,-120.482,34.486,Calandrinia ciliataRedmaids,1924-03-29,Cal BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=1012172,3400
1027245,-120.482,34.486,Calystegia macrostegia ssp. cyclostegiaCoast morning glory,1924-03-29,Cal BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=1027245,3400
1059983,-120.482,34.486,Encelia californicaBush sunflower,1924-03-29,Cal BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=1059983,3400
1093937,-120.482,34.486,Solanum douglasiiDouglas' nightshade,1924-03-29,Cal BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=1093937,3400
RSA0168879,-120.482,34.486,Rhus integrifoliaLemonade berry,1924-03-29,Cal BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=1113226,3400
1180126,-120.482,34.486,Isocoma menziesii var. vernonioidesGreen leaved dune goldenbush,1924-03-29,Cal BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=1180126,3400
1187193,-120.482,34.486,Eriogonum parvifolium var. parvifoliumSea cliff buckwheat,1924-03-29,Cal BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=1187193,3400
1196768,-120.482,34.486,Lotus scopariusDeerweed,1924-03-29,Cal BG,cch2,https://www.cch2.org/portal/collections/individual/index.php?occid=1196768,3400
