key,scientificName,longitude,latitude,coordinateUncertaintyInMeters,eventDate,year,source,dataset,URL
3345345292,Anisotremus davidsonii,-119.365618,34.301435,2584,2002-10-04,2002,GBIF,MLZ,https://www.gbif.org/occurrence/3345345292
3345345317,Atractoscion nobilis,-119.867723,34.402119,1531,2001-08-15,2001,GBIF,MLZ,https://www.gbif.org/occurrence/3345345317
3345345325,Atractoscion nobilis,-119.851237,34.402529,1506,2000-06-09,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345345325
3345345328,Atractoscion nobilis,-119.867723,34.402119,1531,2001-04-28,2001,GBIF,MLZ,https://www.gbif.org/occurrence/3345345328
3345345336,Embiotoca jacksoni,-119.365618,34.301435,2584,2004-10-23,2004,GBIF,MLZ,https://www.gbif.org/occurrence/3345345336
3345345380,Cataetyx rubrirostris,-120.114444,34.369167,195,2013-07-25,2013,GBIF,MLZ,https://www.gbif.org/occurrence/3345345380
3345345377,Atractoscion nobilis,-119.365618,34.301435,2584,1999-06-11,1999,GBIF,MLZ,https://www.gbif.org/occurrence/3345345377
3345345383,Atractoscion nobilis,-119.867723,34.402119,1531,1999-08-05,1999,GBIF,MLZ,https://www.gbif.org/occurrence/3345345383
3345345393,Atractoscion nobilis,-119.365618,34.301435,2584,2001-06-24,2001,GBIF,MLZ,https://www.gbif.org/occurrence/3345345393
3345345403,Hyperprosopon argenteum,-119.047165,33.476725,442,2000-08-19,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345345403
3345345402,Atractoscion nobilis,-119.867723,34.402119,1531,2002-08-29,2002,GBIF,MLZ,https://www.gbif.org/occurrence/3345345402
3345345420,Hyperprosopon argenteum,-119.389393,34.316395,1731,2000-04-09,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345345420
3345345444,Cymatogaster aggregata,-119.851237,34.402529,1506,2000-06-09,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345345444
3345345447,Hyperprosopon argenteum,-119.851237,34.402529,1506,2000-06-09,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345345447
3345345442,Embiotoca jacksoni,-119.365618,34.301435,2584,2004-08-06,2004,GBIF,MLZ,https://www.gbif.org/occurrence/3345345442
3345345456,Atractoscion nobilis,-119.365618,34.301435,2584,2002-08-28,2002,GBIF,MLZ,https://www.gbif.org/occurrence/3345345456
3345345472,Atractoscion nobilis,-119.867723,34.402119,1531,2000-04-10,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345345472
3345345478,Brachyistius frenatus,-119.389393,34.316395,1731,2000-08-03,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345345478
3345345488,Phanerodon furcatus,-119.851237,34.402529,1506,2000-06-09,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345345488
3345345500,Atractoscion nobilis,-119.365618,34.301435,2584,1999-10-24,1999,GBIF,MLZ,https://www.gbif.org/occurrence/3345345500
3345345512,Atractoscion nobilis,-119.867723,34.402119,1531,2000-08-04,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345345512
3345345516,Hyperprosopon argenteum,-119.389393,34.316395,1731,2000-06-08,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345345516
3345345522,Menticirrhus undulatus,-119.389393,34.316395,1731,2004-10-23,2004,GBIF,MLZ,https://www.gbif.org/occurrence/3345345522
3345345604,Heterodontus francisci,-119.867723,34.402119,1531,2001-06-23,2001,GBIF,MLZ,https://www.gbif.org/occurrence/3345345604
3345345579,Atractoscion nobilis,-119.544881,34.004853,613,2001-06-22,2001,GBIF,MLZ,https://www.gbif.org/occurrence/3345345579
3345345578,Atractoscion nobilis,-119.365618,34.301435,2584,1999-08-04,1999,GBIF,MLZ,https://www.gbif.org/occurrence/3345345578
3463345403,Sebastes atrovirens,-119.867723,34.402119,1531,2002-10-03,2002,GBIF,MLZ,https://www.gbif.org/occurrence/3463345403
3345345627,Atractoscion nobilis,-119.365618,34.301435,2584,1999-08-04,1999,GBIF,MLZ,https://www.gbif.org/occurrence/3345345627
3345345635,Atractoscion nobilis,-119.365618,34.301435,2584,1999-10-24,1999,GBIF,MLZ,https://www.gbif.org/occurrence/3345345635
3345345640,Embiotoca jacksoni,-119.851237,34.402529,1506,2004-10-22,2004,GBIF,MLZ,https://www.gbif.org/occurrence/3345345640
3345345636,Atractoscion nobilis,-119.867723,34.402119,1531,2004-06-09,2004,GBIF,MLZ,https://www.gbif.org/occurrence/3345345636
3345345685,Atractoscion nobilis,-119.365618,34.301435,2584,2000-04-09,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345345685
3345345646,Atractoscion nobilis,-119.867723,34.402119,1531,2000-04-10,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345345646
3345345648,Hypsypops rubicundus,-119.3958,34.00289,92,2017-08-08,2017,GBIF,MLZ,https://www.gbif.org/occurrence/3345345648
3345345657,Atractoscion nobilis,-119.365618,34.301435,2584,1998-06-26,1998,GBIF,MLZ,https://www.gbif.org/occurrence/3345345657
3345345658,Atractoscion nobilis,-119.867723,34.402119,1531,2002-06-05,2002,GBIF,MLZ,https://www.gbif.org/occurrence/3345345658
3345345668,Anisotremus davidsonii,-119.867723,34.402119,1531,2002-08-29,2002,GBIF,MLZ,https://www.gbif.org/occurrence/3345345668
3345345675,Anisotremus davidsonii,-119.365618,34.301435,2584,2003-06-04,2003,GBIF,MLZ,https://www.gbif.org/occurrence/3345345675
3345345689,Anisotremus davidsonii,-119.867723,34.402119,1531,2001-08-15,2001,GBIF,MLZ,https://www.gbif.org/occurrence/3345345689
3345345694,Atractoscion nobilis,-119.365618,34.301435,2584,2000-08-03,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345345694
3345345699,Atractoscion nobilis,-119.365618,34.301435,2584,2001-06-24,2001,GBIF,MLZ,https://www.gbif.org/occurrence/3345345699
3345345702,Anisotremus davidsonii,-119.365618,34.301435,2584,2004-05-02,2004,GBIF,MLZ,https://www.gbif.org/occurrence/3345345702
3345345708,Hypsurus caryi,-119.867723,34.402119,1531,2000-04-10,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345345708
3345345711,Anisotremus davidsonii,-119.365618,34.301435,2584,2003-06-04,2003,GBIF,MLZ,https://www.gbif.org/occurrence/3345345711
3345345722,Triakis semifasciata,-119.389393,34.316395,1731,2000-08-03,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345345722
3345345729,Embiotoca jacksoni,-119.365618,34.301435,2584,2004-05-02,2004,GBIF,MLZ,https://www.gbif.org/occurrence/3345345729
3345345730,Atractoscion nobilis,-119.365618,34.301435,2584,2003-08-08,2003,GBIF,MLZ,https://www.gbif.org/occurrence/3345345730
3345345743,Atractoscion nobilis,-119.365618,34.301435,2584,1998-06-26,1998,GBIF,MLZ,https://www.gbif.org/occurrence/3345345743
3345345766,Brachyistius frenatus,-119.544881,34.004853,613,2000-08-05,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345345766
3345345784,Atractoscion nobilis,-119.867723,34.402119,1531,2000-08-04,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345345784
3345345813,Brachyistius frenatus,-119.389393,34.316395,1731,2000-06-08,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345345813
3345345811,Atractoscion nobilis,-119.851237,34.402529,1506,2005-10-06,2005,GBIF,MLZ,https://www.gbif.org/occurrence/3345345811
3345345812,Triakis semifasciata,-119.544881,34.004853,613,2000-08-05,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345345812
3345345815,Atractoscion nobilis,-119.544881,34.004853,613,2001-06-22,2001,GBIF,MLZ,https://www.gbif.org/occurrence/3345345815
3345345823,Atractoscion nobilis,-119.867723,34.402119,1531,2000-08-04,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345345823
3345345836,Menticirrhus undulatus,-119.389393,34.316395,1731,2004-10-23,2004,GBIF,MLZ,https://www.gbif.org/occurrence/3345345836
3345345848,Atractoscion nobilis,-119.867723,34.402119,1531,2001-08-15,2001,GBIF,MLZ,https://www.gbif.org/occurrence/3345345848
3345345851,Embiotoca jacksoni,-119.365618,34.301435,2584,2004-05-02,2004,GBIF,MLZ,https://www.gbif.org/occurrence/3345345851
3345345863,Atractoscion nobilis,-119.867723,34.402119,1531,2003-06-05,2003,GBIF,MLZ,https://www.gbif.org/occurrence/3345345863
3345345862,Atractoscion nobilis,-119.049595,33.474188,1433,2001-06-05,2001,GBIF,MLZ,https://www.gbif.org/occurrence/3345345862
3345345856,Rhacochilus toxotes,-119.730433,34.020684,20893,2001-06-22,2001,GBIF,MLZ,https://www.gbif.org/occurrence/3345345856
3345345878,Cataetyx rubrirostris,-120.114444,34.369167,195,2013-07-25,2013,GBIF,MLZ,https://www.gbif.org/occurrence/3345345878
3345345876,Hypsypops rubicundus,-119.535644,34.043507,166,2017-08-07,2017,GBIF,MLZ,https://www.gbif.org/occurrence/3345345876
3345345882,Atractoscion nobilis,-119.365618,34.301435,2584,2001-04-29,2001,GBIF,MLZ,https://www.gbif.org/occurrence/3345345882
3345345893,Hyperprosopon argenteum,-119.867723,34.402119,1531,2000-04-10,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345345893
3345345903,Embiotoca jacksoni,-119.867723,34.402119,1531,2000-10-25,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345345903
3345345915,Brachyistius frenatus,-119.544881,34.004853,613,2000-08-05,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345345915
3345345923,Atractoscion nobilis,-119.783282,34.410221,854,1997-08-26,1997,GBIF,MLZ,https://www.gbif.org/occurrence/3345345923
3345345926,Atractoscion nobilis,-119.049595,33.474188,1433,2001-06-04,2001,GBIF,MLZ,https://www.gbif.org/occurrence/3345345926
3345345932,Embiotoca jacksoni,-119.365618,34.301435,2584,2004-05-02,2004,GBIF,MLZ,https://www.gbif.org/occurrence/3345345932
3345345931,Hyperprosopon argenteum,-119.867723,34.402119,1531,2000-08-04,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345345931
3345345938,Atractoscion nobilis,-119.867723,34.402119,1531,2003-10-05,2003,GBIF,MLZ,https://www.gbif.org/occurrence/3345345938
3345345948,Cataetyx rubrirostris,-120.114444,34.369167,195,2013-07-25,2013,GBIF,MLZ,https://www.gbif.org/occurrence/3345345948
3345345951,Atractoscion nobilis,-119.867723,34.402119,1531,2003-08-07,2003,GBIF,MLZ,https://www.gbif.org/occurrence/3345345951
3345345982,Brachyistius frenatus,-119.544881,34.004853,613,2000-08-05,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345345982
3345345985,Atractoscion nobilis,-119.365618,34.301435,2584,2000-08-03,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345345985
3345345998,Atractoscion nobilis,-119.365618,34.301435,2584,1999-10-24,1999,GBIF,MLZ,https://www.gbif.org/occurrence/3345345998
3345345997,Atractoscion nobilis,-119.867723,34.402119,1531,2004-10-22,2004,GBIF,MLZ,https://www.gbif.org/occurrence/3345345997
3345346009,Atractoscion nobilis,-119.365618,34.301435,2584,2002-10-04,2002,GBIF,MLZ,https://www.gbif.org/occurrence/3345346009
3345346026,Hypsurus caryi,-119.730433,34.020684,20893,2001-06-22,2001,GBIF,MLZ,https://www.gbif.org/occurrence/3345346026
3345346011,Lycodes pacificus,-119.630833,34.118333,457,2008-09-19,2008,GBIF,MLZ,https://www.gbif.org/occurrence/3345346011
3345346030,Sebastes atrovirens,-119.867723,34.402119,1531,2000-08-04,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345346030
3345346032,Atractoscion nobilis,-119.365618,34.301435,2584,1999-06-11,1999,GBIF,MLZ,https://www.gbif.org/occurrence/3345346032
3345346071,Atractoscion nobilis,-119.851237,34.402529,1506,2005-10-06,2005,GBIF,MLZ,https://www.gbif.org/occurrence/3345346071
3345346079,Atractoscion nobilis,-119.365618,34.301435,2584,1999-04-21,1999,GBIF,MLZ,https://www.gbif.org/occurrence/3345346079
3345346084,Atractoscion nobilis,-119.867723,34.402119,1531,1999-08-05,1999,GBIF,MLZ,https://www.gbif.org/occurrence/3345346084
3345346117,Atractoscion nobilis,-119.049595,33.474188,1433,2001-06-04,2001,GBIF,MLZ,https://www.gbif.org/occurrence/3345346117
3345346105,Atractoscion nobilis,-119.867723,34.402119,1531,2003-06-05,2003,GBIF,MLZ,https://www.gbif.org/occurrence/3345346105
3345346111,Triakis semifasciata,-119.867723,34.402119,1531,2000-10-25,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345346111
3345346112,Atractoscion nobilis,-119.867723,34.402119,1531,2000-04-10,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345346112
3345346119,Atractoscion nobilis,-119.867723,34.402119,1531,1999-08-05,1999,GBIF,MLZ,https://www.gbif.org/occurrence/3345346119
3345346128,Cymatogaster aggregata,-119.851237,34.402529,1506,2000-06-09,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345346128
3463345421,Sebastes rastrelliger,-119.365618,34.301435,2584,2001-06-24,2001,GBIF,MLZ,https://www.gbif.org/occurrence/3463345421
3345346163,Atractoscion nobilis,-119.544881,34.004853,613,2000-08-05,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345346163
3345346168,Atractoscion nobilis,-119.365618,34.301435,2584,2002-10-04,2002,GBIF,MLZ,https://www.gbif.org/occurrence/3345346168
3345346188,Triakis semifasciata,-119.389393,34.316395,1731,2000-06-08,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345346188
3345346201,Atractoscion nobilis,-119.867723,34.402119,1531,1999-10-25,1999,GBIF,MLZ,https://www.gbif.org/occurrence/3345346201
3463345423,Sebastes rastrelliger,-119.365618,34.301435,2584,2001-06-24,2001,GBIF,MLZ,https://www.gbif.org/occurrence/3463345423
3345346209,Atractoscion nobilis,-119.365618,34.301435,2584,1997-10-29,1997,GBIF,MLZ,https://www.gbif.org/occurrence/3345346209
3345346223,Atractoscion nobilis,-119.365618,34.301435,2584,1997-06-22,1997,GBIF,MLZ,https://www.gbif.org/occurrence/3345346223
3345346236,Atractoscion nobilis,-119.867723,34.402119,1531,2001-10-10,2001,GBIF,MLZ,https://www.gbif.org/occurrence/3345346236
3345346237,Atractoscion nobilis,-119.867723,34.402119,1531,2002-06-05,2002,GBIF,MLZ,https://www.gbif.org/occurrence/3345346237
3345346252,Atractoscion nobilis,-119.867723,34.402119,1531,2003-06-05,2003,GBIF,MLZ,https://www.gbif.org/occurrence/3345346252
3345346262,Cataetyx rubrirostris,-120.014444,34.363333,416,2013-07-24,2013,GBIF,MLZ,https://www.gbif.org/occurrence/3345346262
3345346263,Atractoscion nobilis,-119.867723,34.402119,1531,2000-04-10,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345346263
3345346287,Atractoscion nobilis,-119.851237,34.402529,1506,2000-06-09,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345346287
3345346310,Anisotremus davidsonii,-119.365618,34.301435,2584,2004-10-23,2004,GBIF,MLZ,https://www.gbif.org/occurrence/3345346310
3463345427,Sebastes auriculatus,-119.867723,34.402119,1531,2001-04-28,2001,GBIF,MLZ,https://www.gbif.org/occurrence/3463345427
3345346348,Atractoscion nobilis,-119.867723,34.402119,1531,2001-08-15,2001,GBIF,MLZ,https://www.gbif.org/occurrence/3345346348
3345346360,Atractoscion nobilis,-119.365618,34.301435,2584,2000-06-08,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345346360
3345346365,Embiotoca jacksoni,-119.365618,34.301435,2584,2004-10-23,2004,GBIF,MLZ,https://www.gbif.org/occurrence/3345346365
3345346381,Atractoscion nobilis,-119.867723,34.402119,1531,2002-04-10,2002,GBIF,MLZ,https://www.gbif.org/occurrence/3345346381
3345346398,Embiotoca jacksoni,-119.867723,34.402119,1531,2000-04-10,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345346398
3345346401,Atractoscion nobilis,-119.867723,34.402119,1531,2002-06-05,2002,GBIF,MLZ,https://www.gbif.org/occurrence/3345346401
3345346409,Squalus acanthias,-119.389393,34.316395,1731,2001-08-16,2001,GBIF,MLZ,https://www.gbif.org/occurrence/3345346409
3463345430,Sebastes atrovirens,-119.867723,34.402119,1531,2002-08-29,2002,GBIF,MLZ,https://www.gbif.org/occurrence/3463345430
3345346414,Atractoscion nobilis,-119.365618,34.301435,2584,1999-08-04,1999,GBIF,MLZ,https://www.gbif.org/occurrence/3345346414
3345346425,Atractoscion nobilis,-119.867723,34.402119,1531,2002-04-10,2002,GBIF,MLZ,https://www.gbif.org/occurrence/3345346425
3345346436,Atractoscion nobilis,-119.365618,34.301435,2584,2000-06-08,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345346436
3345346454,Atractoscion nobilis,-119.365618,34.301435,2584,2000-06-08,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345346454
3345346460,Embiotoca jacksoni,-119.389393,34.316395,1731,2000-06-08,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345346460
3345346472,Atractoscion nobilis,-119.365618,34.301435,2584,2000-10-26,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345346472
3345346471,Hyperprosopon argenteum,-119.389393,34.316395,1731,2000-10-26,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345346471
3345346511,Damalichthys vacca,-119.867723,34.402119,1531,2000-04-10,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345346511
3345346488,Embiotoca jacksoni,-119.867723,34.402119,1531,2000-04-10,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345346488
3463345433,Sebastes auriculatus,-119.867723,34.402119,1531,2001-04-28,2001,GBIF,MLZ,https://www.gbif.org/occurrence/3463345433
3345346504,Atractoscion nobilis,-119.851237,34.402529,1506,2005-10-06,2005,GBIF,MLZ,https://www.gbif.org/occurrence/3345346504
3345346520,Atractoscion nobilis,-119.851237,34.402529,1506,2000-06-09,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345346520
3345346519,Triakis semifasciata,-119.867723,34.402119,1531,2000-10-25,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345346519
3345346545,Atractoscion nobilis,-119.867723,34.402119,1531,2003-08-07,2003,GBIF,MLZ,https://www.gbif.org/occurrence/3345346545
3345346551,Atractoscion nobilis,-119.867723,34.402119,1531,2001-08-15,2001,GBIF,MLZ,https://www.gbif.org/occurrence/3345346551
3345346554,Atractoscion nobilis,-119.867723,34.402119,1531,2001-08-15,2001,GBIF,MLZ,https://www.gbif.org/occurrence/3345346554
3345346558,Atractoscion nobilis,-119.867723,34.402119,1531,1999-10-25,1999,GBIF,MLZ,https://www.gbif.org/occurrence/3345346558
3345346599,Sebastes goodei,-119.274722,34.094167,352,2003-10-04,2003,GBIF,MLZ,https://www.gbif.org/occurrence/3345346599
3345346619,Atractoscion nobilis,-119.365618,34.301435,2584,2001-06-24,2001,GBIF,MLZ,https://www.gbif.org/occurrence/3345346619
3345346626,Atractoscion nobilis,-119.867723,34.402119,1531,2001-08-15,2001,GBIF,MLZ,https://www.gbif.org/occurrence/3345346626
3345346627,Atractoscion nobilis,-119.867723,34.402119,1531,2003-08-07,2003,GBIF,MLZ,https://www.gbif.org/occurrence/3345346627
3345346639,Embiotoca jacksoni,-119.867723,34.402119,1531,2000-10-25,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345346639
3345346665,Rhacochilus toxotes,-119.389393,34.316395,1731,2000-10-26,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345346665
3345346673,Triakis semifasciata,-119.867723,34.402119,1531,2000-10-25,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345346673
3345346677,Embiotoca jacksoni,-119.867723,34.402119,1531,2000-10-25,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345346677
3345346672,Triakis semifasciata,-119.047165,33.476725,442,2000-08-19,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345346672
3345346707,Embiotoca jacksoni,-119.365618,34.301435,2584,2004-10-23,2004,GBIF,MLZ,https://www.gbif.org/occurrence/3345346707
3345346716,Atractoscion nobilis,-119.365618,34.301435,2584,2007-06-17,2007,GBIF,MLZ,https://www.gbif.org/occurrence/3345346716
3345346739,Anisotremus davidsonii,-119.365618,34.301435,2584,2001-06-24,2001,GBIF,MLZ,https://www.gbif.org/occurrence/3345346739
3463345443,Sebastes auriculatus,-119.365618,34.301435,2584,2001-06-24,2001,GBIF,MLZ,https://www.gbif.org/occurrence/3463345443
3345346785,Atractoscion nobilis,-119.851237,34.402529,1506,2006-06-21,2006,GBIF,MLZ,https://www.gbif.org/occurrence/3345346785
3345346786,Atractoscion nobilis,-119.365618,34.301435,2584,1999-10-24,1999,GBIF,MLZ,https://www.gbif.org/occurrence/3345346786
3345346793,Anisotremus davidsonii,-119.867723,34.402119,1531,2002-06-05,2002,GBIF,MLZ,https://www.gbif.org/occurrence/3345346793
3345346796,Atractoscion nobilis,-119.365618,34.301435,2584,2002-10-04,2002,GBIF,MLZ,https://www.gbif.org/occurrence/3345346796
3345346800,Atractoscion nobilis,-119.867723,34.402119,1531,2001-08-15,2001,GBIF,MLZ,https://www.gbif.org/occurrence/3345346800
3345346805,Atractoscion nobilis,-119.867723,34.402119,1531,2001-06-23,2001,GBIF,MLZ,https://www.gbif.org/occurrence/3345346805
3345346803,Semicossyphus pulcher,-119.361687,34.016827,104,2007-03-05,2007,GBIF,MLZ,https://www.gbif.org/occurrence/3345346803
3345346811,Phanerodon furcatus,-119.389393,34.316395,1731,2000-08-03,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345346811
3345346829,Hyperprosopon argenteum,-119.389393,34.316395,1731,2000-04-09,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345346829
3345346837,Cataetyx rubrirostris,-120.114444,34.369167,195,2013-07-25,2013,GBIF,MLZ,https://www.gbif.org/occurrence/3345346837
3345346841,Atractoscion nobilis,-119.365618,34.301435,2584,2006-10-24,2006,GBIF,MLZ,https://www.gbif.org/occurrence/3345346841
3345346844,Atractoscion nobilis,-119.365618,34.301435,2584,1999-10-24,1999,GBIF,MLZ,https://www.gbif.org/occurrence/3345346844
3345346850,Anisotremus davidsonii,-119.365618,34.301435,2584,2001-08-16,2001,GBIF,MLZ,https://www.gbif.org/occurrence/3345346850
3345346849,Embiotoca jacksoni,-119.389393,34.316395,1731,2000-04-09,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345346849
3345346866,Atractoscion nobilis,-119.783282,34.410221,854,1999-06-10,1999,GBIF,MLZ,https://www.gbif.org/occurrence/3345346866
3345346872,Anisotremus davidsonii,-119.867723,34.402119,1531,2004-10-22,2004,GBIF,MLZ,https://www.gbif.org/occurrence/3345346872
3345346886,Menticirrhus undulatus,-119.851237,34.402529,1506,2004-10-20,2004,GBIF,MLZ,https://www.gbif.org/occurrence/3345346886
3345346889,Atractoscion nobilis,-119.867723,34.402119,1531,2000-08-04,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345346889
3345346893,Embiotoca jacksoni,-119.365618,34.301435,2584,2004-10-23,2004,GBIF,MLZ,https://www.gbif.org/occurrence/3345346893
3345346924,Hyperprosopon argenteum,-119.389393,34.316395,1731,2000-06-08,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345346924
3345346940,Hyperprosopon argenteum,-119.851237,34.402529,1506,2000-06-09,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345346940
3345346947,Embiotoca jacksoni,-119.851237,34.402529,1506,2000-06-09,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345346947
3345346956,Atractoscion nobilis,-119.365618,34.301435,2584,2000-04-09,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345346956
3345346961,Atractoscion nobilis,-119.867723,34.402119,1531,1999-08-05,1999,GBIF,MLZ,https://www.gbif.org/occurrence/3345346961
3345346966,Atractoscion nobilis,-119.867723,34.402119,1531,2004-06-09,2004,GBIF,MLZ,https://www.gbif.org/occurrence/3345346966
3345346962,Atractoscion nobilis,-119.365618,34.301435,2584,2004-06-08,2004,GBIF,MLZ,https://www.gbif.org/occurrence/3345346962
3345346976,Phanerodon furcatus,-119.851237,34.402529,1506,2000-06-09,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345346976
3345346977,Hypsypops rubicundus,-119.535644,34.043507,166,2017-08-07,2017,GBIF,MLZ,https://www.gbif.org/occurrence/3345346977
3345346991,Hyperprosopon argenteum,-119.867723,34.402119,1531,2000-10-25,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345346991
3345346999,Atractoscion nobilis,-119.867723,34.402119,1531,2000-04-10,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345346999
3345347019,Atractoscion nobilis,-119.867723,34.402119,1531,2000-10-25,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345347019
3345347035,Atractoscion nobilis,-119.851237,34.402529,1506,2005-10-06,2005,GBIF,MLZ,https://www.gbif.org/occurrence/3345347035
3345347036,Atractoscion nobilis,-119.365618,34.301435,2584,1999-04-21,1999,GBIF,MLZ,https://www.gbif.org/occurrence/3345347036
3345347062,Menticirrhus undulatus,-119.851237,34.402529,1506,2004-10-20,2004,GBIF,MLZ,https://www.gbif.org/occurrence/3345347062
3345347063,Atractoscion nobilis,-119.544881,34.004853,613,2001-06-21,2001,GBIF,MLZ,https://www.gbif.org/occurrence/3345347063
3345347096,Atractoscion nobilis,-119.851237,34.402529,1506,2000-06-09,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345347096
3345347104,Atractoscion nobilis,-119.867723,34.402119,1531,2001-08-15,2001,GBIF,MLZ,https://www.gbif.org/occurrence/3345347104
3345347119,Hyperprosopon argenteum,-119.047165,33.476725,442,2000-08-19,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345347119
3345347129,Atractoscion nobilis,-119.867723,34.402119,1531,2003-06-05,2003,GBIF,MLZ,https://www.gbif.org/occurrence/3345347129
3345347142,Atractoscion nobilis,-119.544881,34.004853,613,2000-08-05,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345347142
3345347190,Atractoscion nobilis,-119.365618,34.301435,2584,1998-10-13,1998,GBIF,MLZ,https://www.gbif.org/occurrence/3345347190
3345347197,Atractoscion nobilis,-119.365618,34.301435,2584,1997-10-29,1997,GBIF,MLZ,https://www.gbif.org/occurrence/3345347197
3345347211,Anisotremus davidsonii,-119.365618,34.301435,2584,2001-08-16,2001,GBIF,MLZ,https://www.gbif.org/occurrence/3345347211
3345347231,Atractoscion nobilis,-119.867723,34.402119,1531,2002-10-03,2002,GBIF,MLZ,https://www.gbif.org/occurrence/3345347231
3345347258,Atractoscion nobilis,-119.825921,33.949067,1538,1995-11-24,1995,GBIF,MLZ,https://www.gbif.org/occurrence/3345347258
3345347271,Atractoscion nobilis,-119.365618,34.301435,2584,1998-10-13,1998,GBIF,MLZ,https://www.gbif.org/occurrence/3345347271
3345347281,Atractoscion nobilis,-119.851237,34.402529,1506,1997-06-23,1997,GBIF,MLZ,https://www.gbif.org/occurrence/3345347281
3345347304,Atractoscion nobilis,-119.365618,34.301435,2584,1997-08-27,1997,GBIF,MLZ,https://www.gbif.org/occurrence/3345347304
3345347305,Atractoscion nobilis,-119.365618,34.301435,2584,1999-06-11,1999,GBIF,MLZ,https://www.gbif.org/occurrence/3345347305
3345347322,Damalichthys vacca,-119.867723,34.402119,1531,2000-04-10,2000,GBIF,MLZ,https://www.gbif.org/occurrence/3345347322
3345347326,Atractoscion nobilis,-119.365618,34.301435,2584,2003-08-08,2003,GBIF,MLZ,https://www.gbif.org/occurrence/3345347326
3345347331,Atractoscion nobilis,-119.365618,34.301435,2584,1999-10-24,1999,GBIF,MLZ,https://www.gbif.org/occurrence/3345347331
