key,scientificName,longitude,latitude,coordinateUncertaintyInMeters,eventDate,year,source,dataset,URL
1145396643,Cistothorus palustris paludicola,-120.607,35.029,3742,2015-06-01,2015,GBIF,MVZ,https://www.gbif.org/occurrence/1145396643
4604335339,Cyanocitta stelleri frontalis,-119.98586,34.73832,30,2021-05-01,2021,GBIF,MVZ,https://www.gbif.org/occurrence/4604335339
4604335337,Aphelocoma californica californica,-120.0611,34.53349,30,2021-04-30,2021,GBIF,MVZ,https://www.gbif.org/occurrence/4604335337
896437216,Larus occidentalis wymani,-119.3657922,34.0148365,966,1988-05-18,1988,GBIF,MVZ,https://www.gbif.org/occurrence/896437216
896432981,Artemisiospiza belli canescens,-119.6948618,35.0603404,1207,1982-05-16,1982,GBIF,MVZ,https://www.gbif.org/occurrence/896432981
896433041,Artemisiospiza belli canescens,-119.6948618,35.0603404,1207,1982-05-16,1982,GBIF,MVZ,https://www.gbif.org/occurrence/896433041
896433491,Artemisiospiza belli canescens,-119.6948618,35.0603404,1207,1983-04-15,1983,GBIF,MVZ,https://www.gbif.org/occurrence/896433491
896436852,Larus occidentalis wymani,-119.0354043,33.4766514,1498,1989-04-27,1989,GBIF,MVZ,https://www.gbif.org/occurrence/896436852
896439233,Pipilo maculatus ssp.,-119.7281462,33.9966855,335,1994-04-25,1994,GBIF,MVZ,https://www.gbif.org/occurrence/896439233
896448780,Selasphorus sasin sedentarius,-119.72513,33.996057,163,2006-03-27,2006,GBIF,MVZ,https://www.gbif.org/occurrence/896448780
896448828,Vireo huttoni huttoni,-119.72513,33.996057,163,2006-03-27,2006,GBIF,MVZ,https://www.gbif.org/occurrence/896448828
896433026,Artemisiospiza belli canescens,-119.6948618,35.0603404,1207,1982-05-16,1982,GBIF,MVZ,https://www.gbif.org/occurrence/896433026
896437191,Larus occidentalis wymani,-119.3657922,34.0148365,966,1988-05-17,1988,GBIF,MVZ,https://www.gbif.org/occurrence/896437191
896438267,Leiothlypis celata sordida,-119.7278231,33.9882577,473,1994-04-27,1994,GBIF,MVZ,https://www.gbif.org/occurrence/896438267
896449156,Melospiza melodia heermanni,-119.877488,34.411447,30,2006-04-09,2006,GBIF,MVZ,https://www.gbif.org/occurrence/896449156
896449286,Melospiza melodia heermanni,-119.879421,34.409482,30,2006-04-09,2006,GBIF,MVZ,https://www.gbif.org/occurrence/896449286
896448667,Melospiza melodia graminea,-120.095,34.012,30,2006-04-01,2006,GBIF,MVZ,https://www.gbif.org/occurrence/896448667
896448731,Melospiza melodia graminea,-120.077,34.006,30,2006-04-01,2006,GBIF,MVZ,https://www.gbif.org/occurrence/896448731
896448851,Melospiza melodia graminea,-120.064,34.002,30,2006-04-02,2006,GBIF,MVZ,https://www.gbif.org/occurrence/896448851
896448913,Melospiza melodia graminea,-120.059,34.001,30,2006-03-30,2006,GBIF,MVZ,https://www.gbif.org/occurrence/896448913
896449025,Melospiza melodia graminea,-120.064,33.998,30,2006-03-31,2006,GBIF,MVZ,https://www.gbif.org/occurrence/896449025
896449098,Melospiza melodia graminea,-120.073,33.985,30,2006-04-04,2006,GBIF,MVZ,https://www.gbif.org/occurrence/896449098
896449221,Melospiza melodia graminea,-119.731,33.997,30,2006-04-16,2006,GBIF,MVZ,https://www.gbif.org/occurrence/896449221
896448788,Melospiza melodia graminea,-119.668,33.985,30,2006-04-12,2006,GBIF,MVZ,https://www.gbif.org/occurrence/896448788
1145396638,Cistothorus palustris paludicola,-120.607,35.029,3742,2015-05-31,2015,GBIF,MVZ,https://www.gbif.org/occurrence/1145396638
3043729310,Charadrius nivosus nivosus,-120.536331,34.702142,21928,2002-08-29,2002,GBIF,MVZ,https://www.gbif.org/occurrence/3043729310
3043729311,Charadrius nivosus nivosus,-120.536331,34.702142,21928,2002-08-29,2002,GBIF,MVZ,https://www.gbif.org/occurrence/3043729311
3043728306,Charadrius nivosus nivosus,-120.536331,34.702142,21928,2002-08-29,2002,GBIF,MVZ,https://www.gbif.org/occurrence/3043728306
4604335400,Chamaea fasciata henshawi,-120.04815,34.53608,30,2021-04-30,2021,GBIF,MVZ,https://www.gbif.org/occurrence/4604335400
896437286,Larus occidentalis wymani,-119.3657922,34.0148365,966,1988-05-18,1988,GBIF,MVZ,https://www.gbif.org/occurrence/896437286
896433443,Artemisiospiza belli canescens,-119.6948618,35.0603404,1207,1983-04-15,1983,GBIF,MVZ,https://www.gbif.org/occurrence/896433443
896435881,Eremophila alpestris insularis,-119.9158671,34.0589373,585,1988-05-01,1988,GBIF,MVZ,https://www.gbif.org/occurrence/896435881
896438607,Eremophila alpestris insularis,-119.8486711,34.0076033,12727,1994-05-01,1994,GBIF,MVZ,https://www.gbif.org/occurrence/896438607
896448847,Leiothlypis celata lutescens,-119.21097,34.53836,2461,2008-05-25,2008,GBIF,MVZ,https://www.gbif.org/occurrence/896448847
896448877,Leiothlypis celata lutescens,-119.21097,34.53836,2461,2008-05-25,2008,GBIF,MVZ,https://www.gbif.org/occurrence/896448877
896448681,Calypte anna,-119.72513,33.996057,163,2006-03-31,2006,GBIF,MVZ,https://www.gbif.org/occurrence/896448681
896433082,Tyrannus verticalis,-119.6948618,35.0603404,1207,1982-05-16,1982,GBIF,MVZ,https://www.gbif.org/occurrence/896433082
896433520,Chondestes grammacus strigatus,-119.6948618,35.0603404,1207,1982-05-16,1982,GBIF,MVZ,https://www.gbif.org/occurrence/896433520
896432907,Artemisiospiza belli canescens,-119.6948618,35.0603404,1207,1982-05-15,1982,GBIF,MVZ,https://www.gbif.org/occurrence/896432907
896436624,Larus occidentalis wymani,-119.9158671,34.0589373,585,1988-04-30,1988,GBIF,MVZ,https://www.gbif.org/occurrence/896436624
896438390,Eremophila alpestris insularis,-119.8486711,34.0076033,12727,1994-04-30,1994,GBIF,MVZ,https://www.gbif.org/occurrence/896438390
896439185,Leiothlypis celata sordida,-119.7367134,33.9926075,2520,1994-04-26,1994,GBIF,MVZ,https://www.gbif.org/occurrence/896439185
896442462,Leiothlypis celata sordida,-119.6952527,34.0127572,1156,1995-04-18,1995,GBIF,MVZ,https://www.gbif.org/occurrence/896442462
896449265,Melospiza melodia heermanni,-119.879103,34.410021,30,2006-04-09,2006,GBIF,MVZ,https://www.gbif.org/occurrence/896449265
896448586,Melospiza melodia graminea,-120.353,34.042,30,2006-04-23,2006,GBIF,MVZ,https://www.gbif.org/occurrence/896448586
896448655,Melospiza melodia graminea,-120.351,34.038,30,2006-04-22,2006,GBIF,MVZ,https://www.gbif.org/occurrence/896448655
896448717,Melospiza melodia graminea,-120.091,34.007,30,2006-04-01,2006,GBIF,MVZ,https://www.gbif.org/occurrence/896448717
896448834,Melospiza melodia graminea,-120.064,34.002,30,2006-04-02,2006,GBIF,MVZ,https://www.gbif.org/occurrence/896448834
896448897,Melospiza melodia graminea,-120.067,34.001,30,2006-03-30,2006,GBIF,MVZ,https://www.gbif.org/occurrence/896448897
896449009,Melospiza melodia graminea,-120.064,33.998,30,2006-03-28,2006,GBIF,MVZ,https://www.gbif.org/occurrence/896449009
896449206,Melospiza melodia graminea,-119.714,33.998,30,2006-04-16,2006,GBIF,MVZ,https://www.gbif.org/occurrence/896449206
896449293,Melospiza melodia graminea,-119.72,33.996,30,2006-04-15,2006,GBIF,MVZ,https://www.gbif.org/occurrence/896449293
1063855510,Nycticorax nycticorax hoactli,-119.693895,34.408067,15,2011-06-12,2011,GBIF,MVZ,https://www.gbif.org/occurrence/1063855510
3043736312,Charadrius nivosus nivosus,-120.536331,34.702142,21928,2002-08-29,2002,GBIF,MVZ,https://www.gbif.org/occurrence/3043736312
4105802528,Polycarpon tetraphyllum,-120.43472,34.95306,100,2001-09-11,2001,GBIF,MWI,https://www.gbif.org/occurrence/4105802528
2446258520,COLUMBELLIDAE,-119.7025,34.39833,10000,1985-01-01,1985,GBIF,AM,https://www.gbif.org/occurrence/2446258520
1100956573,MURICIDAE,-119.70258,34.39831,10000,1990-01-01,1990,GBIF,AM,https://www.gbif.org/occurrence/1100956573
2270278373,Epilobium brachycarpum,-119.2903,34.423,200,1980-08-03,1980,GBIF,UCSB,https://www.gbif.org/occurrence/2270278373
2270281008,Epilobium brachycarpum,-119.935081,34.582137,6000,1981-09-05,1981,GBIF,UCSB,https://www.gbif.org/occurrence/2270281008
2974106302,Piperia elegans,-120.629426,35.021024,2000,1980-07-06,1980,GBIF,UCSB,https://www.gbif.org/occurrence/2974106302
2270278321,Eremothera boothii subsp. decorticans,-119.347828,34.600616,500,1982-07-25,1982,GBIF,UCSB,https://www.gbif.org/occurrence/2270278321
2974106321,Lomatium mohavense,-119.047767,34.79305,100,2001-05-21,2001,GBIF,UCSB,https://www.gbif.org/occurrence/2974106321
2974106317,Vitis californica,-119.244408,34.443603,50,2001-11-24,2001,GBIF,UCSB,https://www.gbif.org/occurrence/2974106317
2974106319,Stachys albens,-119.406464,34.5193,50,2001-10-21,2001,GBIF,UCSB,https://www.gbif.org/occurrence/2974106319
2270278503,Epilobium canum subsp. latifolium,-119.147272,34.811672,1000,1988-08-06,1988,GBIF,UCSB,https://www.gbif.org/occurrence/2270278503
2974106333,NA,-120.187355,33.984165,6000,1992-12-11,1992,GBIF,UCSB,https://www.gbif.org/occurrence/2974106333
2270280377,Epilobium canum subsp. latifolium,-119.3253,34.6384,1000,1984-08-04,1984,GBIF,UCSB,https://www.gbif.org/occurrence/2270280377
2974106344,Emmenanthe penduliflora,-119.254375,34.660246,20000,1986-03-23,1986,GBIF,UCSB,https://www.gbif.org/occurrence/2974106344
2974106351,Ribes cereum,-119.126284,34.813387,1000,1988-06-21,1988,GBIF,UCSB,https://www.gbif.org/occurrence/2974106351
2270278575,Epilobium canum subsp. canum,-119.8471,34.4187,1000,1980-09-26,1980,GBIF,UCSB,https://www.gbif.org/occurrence/2270278575
2270279396,Antirrhinum multiflorum,-119.787543,34.503841,2000,1982-06-23,1982,GBIF,UCSB,https://www.gbif.org/occurrence/2270279396
2270280989,Epilobium canum subsp. canum,-120.4969,34.855,2000,1987-08-05,1987,GBIF,UCSB,https://www.gbif.org/occurrence/2270280989
2974106356,Adiantum jordanii,-119.406464,34.5193,200,2001-10-21,2001,GBIF,UCSB,https://www.gbif.org/occurrence/2974106356
2270278235,Epilobium canum subsp. canum,-119.8485,34.4072,300,2003-09-24,2003,GBIF,UCSB,https://www.gbif.org/occurrence/2270278235
2974106358,Frankenia salina,-119.877246,34.418683,500,2009-05-20,2009,GBIF,UCSB,https://www.gbif.org/occurrence/2974106358
2974106357,Polypodium californicum,-119.234011,34.503146,200,1984-04-08,1984,GBIF,UCSB,https://www.gbif.org/occurrence/2974106357
2270281761,Epilobium canum subsp. canum,-119.8343,34.4692,500,1982-08-30,1982,GBIF,UCSB,https://www.gbif.org/occurrence/2270281761
2974106359,Polypodium californicum,-120.105903,33.976928,14000,1982-12-11,1982,GBIF,UCSB,https://www.gbif.org/occurrence/2974106359
2270278306,Epilobium canum subsp. canum,-119.599,33.997,1000,1983-03-26,1983,GBIF,UCSB,https://www.gbif.org/occurrence/2270278306
2270279941,Antirrhinum multiflorum,-119.746607,34.007745,300,1987-03-27,1987,GBIF,UCSB,https://www.gbif.org/occurrence/2270279941
2270279484,Antirrhinum multiflorum,-119.7949,34.4926,200,1993-05-31,1993,GBIF,UCSB,https://www.gbif.org/occurrence/2270279484
2974106370,Tropaeolum majus,-119.865248,34.416056,200,1987-12-06,1987,GBIF,UCSB,https://www.gbif.org/occurrence/2974106370
2974106373,Woodwardia fimbriata,-120.516139,34.757444,10,2007-10-01,2007,GBIF,UCSB,https://www.gbif.org/occurrence/2974106373
2270278823,Epilobium canum subsp. latifolium,-119.1298,34.6906,500,1987-08-30,1987,GBIF,UCSB,https://www.gbif.org/occurrence/2270278823
2270280348,Antirrhinum multiflorum,-120.436392,34.693144,2000,1983-05-20,1983,GBIF,UCSB,https://www.gbif.org/occurrence/2270280348
2270281294,Antirrhinum multiflorum,-119.690333,34.462457,2000,1981-05-09,1981,GBIF,UCSB,https://www.gbif.org/occurrence/2270281294
2270278668,Antirrhinum multiflorum,-120.5256,34.8197,400,1987-07-10,1987,GBIF,UCSB,https://www.gbif.org/occurrence/2270278668
2270279671,Antirrhinum multiflorum,-120.336637,34.470808,10000,1980-05-10,1980,GBIF,UCSB,https://www.gbif.org/occurrence/2270279671
2270277743,Epilobium canum subsp. canum,-120.395,34.4945,750,1980-01-05,1980,GBIF,UCSB,https://www.gbif.org/occurrence/2270277743
2270280265,Epilobium canum subsp. canum,-119.9083,34.5832,1000,1988-08-10,1988,GBIF,UCSB,https://www.gbif.org/occurrence/2270280265
2270278767,Epilobium canum subsp. canum,-120.3016,34.4775,500,1980-10-16,1980,GBIF,UCSB,https://www.gbif.org/occurrence/2270278767
2270277540,Epilobium canum subsp. canum,-119.7509738,34.0008572,1000,1982-10-17,1982,GBIF,UCSB,https://www.gbif.org/occurrence/2270277540
2974106383,Polypodium californicum,-120.105903,33.976928,14000,1982-12-11,1982,GBIF,UCSB,https://www.gbif.org/occurrence/2974106383
2974106384,Chorizanthe uniaristata,-119.3911,34.70364,100,2001-07-22,2001,GBIF,UCSB,https://www.gbif.org/occurrence/2974106384
2270281150,Epilobium campestre,-119.861133,34.417415,3000,1981-05-07,1981,GBIF,UCSB,https://www.gbif.org/occurrence/2270281150
2270279079,Epilobium campestre,-119.877539,34.412326,1000,1980-05-02,1980,GBIF,UCSB,https://www.gbif.org/occurrence/2270279079
2270278048,Epilobium campestre,-119.877539,34.412326,1000,1980-08-13,1980,GBIF,UCSB,https://www.gbif.org/occurrence/2270278048
2270283993,Epilobium campestre,-119.861133,34.417415,3000,1981-05-17,1981,GBIF,UCSB,https://www.gbif.org/occurrence/2270283993
2974106387,Phacelia austromontana,-119.33094,34.63861,25,2001-07-21,2001,GBIF,UCSB,https://www.gbif.org/occurrence/2974106387
2974106389,Extriplex californica,-119.848115,34.406885,100,2017-04-14,2017,GBIF,UCSB,https://www.gbif.org/occurrence/2974106389
2974106391,Sisyrinchium bellum,-119.854164,34.418286,300,2016-04-08,2016,GBIF,UCSB,https://www.gbif.org/occurrence/2974106391
2974106395,Castilleja densiflora,-119.8485,34.4081,50,2017-04-14,2017,GBIF,UCSB,https://www.gbif.org/occurrence/2974106395
2974106390,Verbena lasiostachys,-119.8593,34.4197,10,2016-04-08,2016,GBIF,UCSB,https://www.gbif.org/occurrence/2974106390
2270281297,Epilobium canum subsp. canum,-119.347828,34.600616,500,1982-07-25,1982,GBIF,UCSB,https://www.gbif.org/occurrence/2270281297
2974106396,Pteridium aquilinum,-119.741891,34.411354,1000,2000-03-23,2000,GBIF,UCSB,https://www.gbif.org/occurrence/2974106396
2270279759,Callitriche marginata,-120.436667,34.865043,1000,1984-03-17,1984,GBIF,UCSB,https://www.gbif.org/occurrence/2270279759
2270278889,Callitriche marginata,-120.4913,34.8925,800,1993-04-26,1993,GBIF,UCSB,https://www.gbif.org/occurrence/2270278889
2270279549,Epilobium densiflorum,-119.9855,34.6188,1500,1992-06-27,1992,GBIF,UCSB,https://www.gbif.org/occurrence/2270279549
2270256685,Polypodium californicum,-120.066365,34.501188,4000,1980-02-02,1980,GBIF,UCSB,https://www.gbif.org/occurrence/2270256685
2270279450,Epilobium densiflorum,-119.861133,34.417415,3000,1981-06-06,1981,GBIF,UCSB,https://www.gbif.org/occurrence/2270279450
2270283721,Epilobium densiflorum,-120.47646,34.90152,914,1993-06-23,1993,GBIF,UCSB,https://www.gbif.org/occurrence/2270283721
2270282932,Callitriche marginata,-120.4913,34.8925,1000,1991-05-26,1991,GBIF,UCSB,https://www.gbif.org/occurrence/2270282932
2270280354,Callitriche marginata,-120.3218,34.7804,1000,1992-04-25,1992,GBIF,UCSB,https://www.gbif.org/occurrence/2270280354
2270283982,Callitriche marginata,-119.861133,34.417415,3000,1992-04-24,1992,GBIF,UCSB,https://www.gbif.org/occurrence/2270283982
2270280620,Callitriche marginata,-119.861133,34.417415,3000,1981-04-25,1981,GBIF,UCSB,https://www.gbif.org/occurrence/2270280620
2974106408,Rumex hymenosepalus,-119.09944,34.31185,5000,2010-11-10,2010,GBIF,UCSB,https://www.gbif.org/occurrence/2974106408
2270277098,Epilobium ciliatum,-119.846698,34.412718,1000,1980-05-07,1980,GBIF,UCSB,https://www.gbif.org/occurrence/2270277098
2270280572,Epilobium ciliatum,-120.573874,34.743564,6000,1987-10-16,1987,GBIF,UCSB,https://www.gbif.org/occurrence/2270280572
2270278608,Epilobium ciliatum,-119.934385,34.584115,6000,1987-07-22,1987,GBIF,UCSB,https://www.gbif.org/occurrence/2270278608
2974106411,Castilleja densiflora,-119.901474,34.427813,1000,1987-01-01,1987,GBIF,UCSB,https://www.gbif.org/occurrence/2974106411
2974106410,Sisyrinchium bellum,-119.883364,34.41833,500,2018-05-08,2018,GBIF,UCSB,https://www.gbif.org/occurrence/2974106410
2974106413,Callitriche marginata,-119.897328,34.423238,200,1987-03-01,1987,GBIF,UCSB,https://www.gbif.org/occurrence/2974106413
2974106417,Quercus pubescens,-119.648958,34.440749,50,1985-06-24,1985,GBIF,UCSB,https://www.gbif.org/occurrence/2974106417
2270281051,Epilobium ciliatum,-119.145232,34.81291,2000,1988-07-24,1988,GBIF,UCSB,https://www.gbif.org/occurrence/2270281051
2270278160,Epilobium ciliatum,-120.42126,34.670508,5000,1982-07-13,1982,GBIF,UCSB,https://www.gbif.org/occurrence/2270278160
2270279792,Epilobium ciliatum,-119.145232,34.81291,3000,1988-07-23,1988,GBIF,UCSB,https://www.gbif.org/occurrence/2270279792
2270281670,Callitriche marginata,-120.462389,34.921441,1200,1993-04-26,1993,GBIF,UCSB,https://www.gbif.org/occurrence/2270281670
2270281669,Epilobium ciliatum,-119.935081,34.582137,6000,1981-09-05,1981,GBIF,UCSB,https://www.gbif.org/occurrence/2270281669
2974106421,Zea mays subsp. parviglumis,-119.848631,34.413786,700,2003-11-19,2003,GBIF,UCSB,https://www.gbif.org/occurrence/2974106421
2270280656,Epilobium ciliatum,-120.573874,34.743564,6000,1987-07-22,1987,GBIF,UCSB,https://www.gbif.org/occurrence/2270280656
2270254443,Polypodium californicum,-120.336637,34.470808,10000,1992-04-11,1992,GBIF,UCSB,https://www.gbif.org/occurrence/2270254443
2974106427,Cornus glabrata,-119.199594,34.538567,1000,1988-06-19,1988,GBIF,UCSB,https://www.gbif.org/occurrence/2974106427
2974106428,Dryopteris arguta,-119.253139,34.431444,1000,1984-02-11,1984,GBIF,UCSB,https://www.gbif.org/occurrence/2974106428
2974106431,Lathyrus vestitus var. vestitus,-119.2725,34.51,1000,1984-02-19,1984,GBIF,UCSB,https://www.gbif.org/occurrence/2974106431
2974106430,Trifolium willdenovii,-119.135505,34.444651,100,1984-04-15,1984,GBIF,UCSB,https://www.gbif.org/occurrence/2974106430
2974106432,Brodiaea jolonensis,-120.575035,34.70399,2000,1991-05-13,1991,GBIF,UCSB,https://www.gbif.org/occurrence/2974106432
2974106442,NA,-120.556581,34.745091,5000,1991-05-13,1991,GBIF,UCSB,https://www.gbif.org/occurrence/2974106442
2974106443,Solanum xanti var. hoffmannii,-120.197142,34.479564,2000,1983-10-31,1983,GBIF,UCSB,https://www.gbif.org/occurrence/2974106443
2270278860,Collinsia heterophylla,-119.984276,34.742964,7000,1984-03-06,1984,GBIF,UCSB,https://www.gbif.org/occurrence/2270278860
2974106452,Dudleya blochmanae,-120.575035,34.70399,2000,1991-05-15,1991,GBIF,UCSB,https://www.gbif.org/occurrence/2974106452
2974106451,Castilleja exserta subsp. exserta,-119.291423,34.444165,1000,1983-03-30,1983,GBIF,UCSB,https://www.gbif.org/occurrence/2974106451
2974106454,Juniperus californica,-119.187914,34.54579,1000,1984-02-05,1984,GBIF,UCSB,https://www.gbif.org/occurrence/2974106454
2974106455,Sisyrinchium bellum,-119.292278,34.442806,500,1983-03-11,1983,GBIF,UCSB,https://www.gbif.org/occurrence/2974106455
2974106467,Sisyrinchium bellum,-119.291423,34.444165,1000,1983-03-11,1983,GBIF,UCSB,https://www.gbif.org/occurrence/2974106467
2974106459,Oxytheca perfoliata,-119.362765,34.770732,500,1988-06-19,1988,GBIF,UCSB,https://www.gbif.org/occurrence/2974106459
2974106463,Hydrocotyle ranunculoides,-120.637206,34.951034,1000,1981-05-28,1981,GBIF,UCSB,https://www.gbif.org/occurrence/2974106463
2270279310,Collinsia heterophylla,-120.6291,34.5692,800,1986-03-13,1986,GBIF,UCSB,https://www.gbif.org/occurrence/2270279310
2270281285,Collinsia heterophylla,-119.8975,34.5488,200,1981-05-03,1981,GBIF,UCSB,https://www.gbif.org/occurrence/2270281285
2974106472,Eriogonum wrightii,-119.099,34.814,1000,1989-07-15,1989,GBIF,UCSB,https://www.gbif.org/occurrence/2974106472
2974106470,Spergularia marina,-119.104778,34.392278,2000,1983-09-17,1983,GBIF,UCSB,https://www.gbif.org/occurrence/2974106470
2974106471,Trifolium monanthum subsp. monanthum,-119.0954,34.8199,750,1989-07-15,1989,GBIF,UCSB,https://www.gbif.org/occurrence/2974106471
2974106474,Mimulus aurantiacus,-119.867945,34.502266,500,2015-08-15,2015,GBIF,UCSB,https://www.gbif.org/occurrence/2974106474
2974106475,Salix exigua,-119.326508,34.693665,1000,1987-05-16,1987,GBIF,UCSB,https://www.gbif.org/occurrence/2974106475
2974106478,Eriodictyon traskiae subsp. smithii,-119.867945,34.502266,500,2015-08-15,2015,GBIF,UCSB,https://www.gbif.org/occurrence/2974106478
2974106506,Eryngium vaseyi,-119.902328,34.425251,1000,1987-01-01,1987,GBIF,UCSB,https://www.gbif.org/occurrence/2974106506
2974106481,Ruppia cirrhosa,-119.307804,34.276145,300,1987-08-16,1987,GBIF,UCSB,https://www.gbif.org/occurrence/2974106481
2974106483,Angiosperm indet.,-119.966709,34.577261,1000,1982-03-12,1982,GBIF,UCSB,https://www.gbif.org/occurrence/2974106483
2974106486,Castilleja densiflora subsp. gracilis,-120.455256,34.678409,300,1983-05-20,1983,GBIF,UCSB,https://www.gbif.org/occurrence/2974106486
2974106495,Eryngium vaseyi,-119.866718,34.415333,500,1987-01-01,1987,GBIF,UCSB,https://www.gbif.org/occurrence/2974106495
2974106489,Epilobium canum,-119.860597,34.419364,1500,2016-07-12,2016,GBIF,UCSB,https://www.gbif.org/occurrence/2974106489
2974106488,Bloomeria crocea,-119.13962,34.62878,500,1983-07-05,1983,GBIF,UCSB,https://www.gbif.org/occurrence/2974106488
2974106487,Hypericum formosum,-119.176583,34.615278000000004,3000,1983-07-07,1983,GBIF,UCSB,https://www.gbif.org/occurrence/2974106487
2270280471,Gayophytum diffusum,-119.145232,34.81291,3000,1988-07-23,1988,GBIF,UCSB,https://www.gbif.org/occurrence/2270280471
2974106508,Castilleja exserta,-119.291423,34.444165,1000,1983-03-30,1983,GBIF,UCSB,https://www.gbif.org/occurrence/2974106508
2974106499,Umbellularia californica,-119.302306,34.485333,1000,1983-02-16,1983,GBIF,UCSB,https://www.gbif.org/occurrence/2974106499
2974106501,Phoradendron serotinum,-119.296502,34.564352,2000,1984-02-20,1984,GBIF,UCSB,https://www.gbif.org/occurrence/2974106501
2974106502,Ribes roezlii,-119.266537,34.545425,250,1983-04-26,1983,GBIF,UCSB,https://www.gbif.org/occurrence/2974106502
2974106503,Phoradendron,-119.18717,34.546085,400,1984-02-05,1984,GBIF,UCSB,https://www.gbif.org/occurrence/2974106503
2974106504,Tamarix,-119.307508,34.279733,1000,1987-11-15,1987,GBIF,UCSB,https://www.gbif.org/occurrence/2974106504
2974106515,Typha domingensis,-119.3081,34.289228,400,1987-11-15,1987,GBIF,UCSB,https://www.gbif.org/occurrence/2974106515
2974106509,Scrophularia californica,-120.197142,34.479564,2417,1983-10-31,1983,GBIF,UCSB,https://www.gbif.org/occurrence/2974106509
2974106512,Castilleja minor subsp. spiralis,-119.321678,34.695636,250,1988-06-21,1988,GBIF,UCSB,https://www.gbif.org/occurrence/2974106512
2974106516,Eryngium vaseyi,-119.867533,34.413201,500,1989-05-01,1989,GBIF,UCSB,https://www.gbif.org/occurrence/2974106516
2974106517,Eryngium vaseyi,-119.865517,34.416021,200,1989-05-01,1989,GBIF,UCSB,https://www.gbif.org/occurrence/2974106517
2974106518,Eryngium vaseyi,-119.865507,34.415932,150,1987-01-01,1987,GBIF,UCSB,https://www.gbif.org/occurrence/2974106518
2974106519,Eryngium vaseyi,-119.896593,34.425408,600,1987-01-01,1987,GBIF,UCSB,https://www.gbif.org/occurrence/2974106519
2974106523,Eryngium vaseyi,-119.867756,34.413108,50,1987-01-01,1987,GBIF,UCSB,https://www.gbif.org/occurrence/2974106523
2974106522,Eryngium vaseyi,-119.896593,34.425408,600,1987-01-01,1987,GBIF,UCSB,https://www.gbif.org/occurrence/2974106522
2974106521,Eryngium vaseyi,-119.865403,34.416054,150,1989-05-01,1989,GBIF,UCSB,https://www.gbif.org/occurrence/2974106521
2974106525,Castilleja,-119.183086,34.612714,1000,1983-07-07,1983,GBIF,UCSB,https://www.gbif.org/occurrence/2974106525
2974106526,Anagallis arvensis,-119.795478,34.423272,1000,1987-01-01,1987,GBIF,UCSB,https://www.gbif.org/occurrence/2974106526
2270269212,Atriplex watsonii,-119.925,34.059,1000,1982-03-25,1982,GBIF,UCSB,https://www.gbif.org/occurrence/2270269212
2270270547,Lupinus arboreus,-120.5197,34.8178,500,1987-07-10,1987,GBIF,UCSB,https://www.gbif.org/occurrence/2270270547
2270272736,Suaeda calceoliformis,-119.060935,34.087363,4000,1980-08-06,1980,GBIF,UCSB,https://www.gbif.org/occurrence/2270272736
2270270690,Suaeda calceoliformis,-119.8511,34.4222,300,1980-08-14,1980,GBIF,UCSB,https://www.gbif.org/occurrence/2270270690
2974106528,Mimulus pilosus,-119.163827,34.642698,1000,1983-07-06,1983,GBIF,UCSB,https://www.gbif.org/occurrence/2974106528
2974106529,Lupinus excubitus var. austromontanus,-119.177458,34.616696,1000,1983-07-06,1983,GBIF,UCSB,https://www.gbif.org/occurrence/2974106529
2974106534,Clarkia rhomboidea,-119.163827,34.642698,1000,1983-07-06,1983,GBIF,UCSB,https://www.gbif.org/occurrence/2974106534
2270269913,Suaeda calceoliformis,-119.060935,34.087363,4000,1980-08-06,1980,GBIF,UCSB,https://www.gbif.org/occurrence/2270269913
2270274180,Lupinus arboreus,-120.5729,34.9739,300,1982-04-23,1982,GBIF,UCSB,https://www.gbif.org/occurrence/2270274180
2270272287,Lupinus arboreus,-120.524,34.8553,500,1987-08-05,1987,GBIF,UCSB,https://www.gbif.org/occurrence/2270272287
2270270101,Lupinus arboreus,-120.4706,34.754,750,1991-03-27,1991,GBIF,UCSB,https://www.gbif.org/occurrence/2270270101
2974106539,Stachys albens,-119.161565,34.812661,1000,1982-08-28,1982,GBIF,UCSB,https://www.gbif.org/occurrence/2974106539
2270269397,Lupinus arboreus,-120.4334,34.7164,500,1988-04-16,1988,GBIF,UCSB,https://www.gbif.org/occurrence/2270269397
2974106549,Batis maritima,-119.839566,34.420577,500,1995-11-04,1995,GBIF,UCSB,https://www.gbif.org/occurrence/2974106549
2270273583,Suaeda calceoliformis,-119.85365,34.434282,1500,1981-04-13,1981,GBIF,UCSB,https://www.gbif.org/occurrence/2270273583
2270271556,Genista monspessulana,-119.8664,34.4096,400,1980-06-01,1980,GBIF,UCSB,https://www.gbif.org/occurrence/2270271556
2974106554,Calyptridium monandrum,-119.387268,34.70638,1500,1986-05-04,1986,GBIF,UCSB,https://www.gbif.org/occurrence/2974106554
2974106558,Mimulus johnstonii,-119.162261,34.658917,800,1983-07-06,1983,GBIF,UCSB,https://www.gbif.org/occurrence/2974106558
2974106555,Lupinus succulentus,-119.875936,34.422023,400,2014-01-15,2014,GBIF,UCSB,https://www.gbif.org/occurrence/2974106555
